file_id,book_name,author,age,genre,age_group_label,age_group_id
children_20.txt,Гроза двенадцатого года. Рассказы для детей об Отечественной войне 1812 года,Владимир Дмитриев,12,Детская проза|Детские книги,2_младшая_школа,2
children_21.txt,Пассажир последнего рейса,Роберт Штильмарк,12,Детская проза|Детские книги,2_младшая_школа,2
children_22.txt,Креативный «пятый альфа»,Ирина Асеева,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_23.txt,Сказки снежного ветра,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_24.txt,Лама – подружка невесты,Белла Свифт,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_25.txt,"Мопс, который мечтал стать единорогом",Белла Свифт,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_26.txt,Дай лапу! Большая книга добрых историй,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_29.txt,Тигрёнок Васька,Ольга Перовская,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_30.txt,Хитрый бурундук,Геннадий Снегирев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_31.txt,Весёлые истории,Коллектив авторов,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_32.txt,Звёздная Река,Грейс Лин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_33.txt,Когда море стало серебряным,Грейс Лин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_34.txt,"КриБ,или Красное и белое в жизни тайного пионера Вити Молоткова",Марк Олейник,12,Детская проза|Детские книги,2_младшая_школа,2
children_35.txt,Большая книга рождественских рассказов,Владимир Зоберн,12,Детская проза|Детские книги,2_младшая_школа,2
children_36.txt,Зимние сказки и рождественские предания,Сборник,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_38.txt,Приключения по контракту,Михаил Логинов,12,Детская проза|Детские книги,2_младшая_школа,2
children_39.txt,Литеродура,Юлия Линде,12,Детская проза|Детские книги,2_младшая_школа,2
children_40.txt,Слушай птиц,Виктория Лебедева,12,Детская проза|Детские книги,2_младшая_школа,2
children_42.txt,Лягушонок Ливерпуль,Лион Измайлов,12,Детская проза|Детские книги,2_младшая_школа,2
children_43.txt,Лёвушка,Анатолий Крым,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_44.txt,Забавные рассказы,Татьяна Кюне,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_45.txt,Битвы по средам,Гэри Шмидт,12,Детская проза|Детские книги,2_младшая_школа,2
children_46.txt,Сказочная суматоха,Ольга Гуревич,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_47.txt,Чудесный камень Маюрми,Дарья Донцова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_48.txt,Жизнь Амаль,Аиша Саид,12,Детская проза|Детские книги,2_младшая_школа,2
children_49.txt,Тридцать три несчастья. Том 4. Занавес опускается,Лемони Сникет,12,Детская проза|Детские книги,2_младшая_школа,2
children_50.txt,Лампёшка,Аннет Схап,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_51.txt,Привет! Это я… (не оставляй меня снова одну…),Нина Грёнтведт,12,Детская проза|Детские книги,2_младшая_школа,2
children_53.txt,Чудак из пятого «Б»,Владимир Железников,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_55.txt,На два голоса,Марина Дробкова,12,Детская проза|Детские книги,2_младшая_школа,2
children_56.txt,Рассказы о животных,Михаил Пришвин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_57.txt,Песня для кита,Линн Келли,12,Детская проза|Детские книги,2_младшая_школа,2
children_58.txt,"Котёнок Фиалка, или Коробка с сюрпризом",Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_59.txt,Радуга,Людмила Жеглова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_60.txt,Отзывчивое сердце. Большая книга добрых историй (сборник),Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_61.txt,Истории зимней луны (сборник),Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_62.txt,Мяу! Большая книга добрых историй (сборник),Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_63.txt,Привет! Это я… Happy End,Нина Грёнтведт,12,Детская проза|Детские книги,2_младшая_школа,2
children_64.txt,Мятная сказка. Специальное издание,Александр Полярный,12,Детская проза|Детские книги,2_младшая_школа,2
children_65.txt,Подарите радость,Вера Клименко,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_66.txt,Я хотел убить небо. Автобиография Кабачка,Жиль Пари,12,Детская проза|Детские книги,2_младшая_школа,2
children_67.txt,Небесные преследователи,Эмма Кэрролл,12,Детская проза|Детские книги,2_младшая_школа,2
children_68.txt,Большая книга новогодних историй для девочек,Лидия Чарская,12,Детская проза|Детские книги,2_младшая_школа,2
children_69.txt,"Котёнок Чарли, или Хвостатый бродяга",Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_70.txt,Приключения маленького лорда,Фрэнсис Бёрнетт,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_71.txt,Повесть о Шурочке,Екатерина Вощинина,12,Детская проза|Детские книги,2_младшая_школа,2
children_72.txt,"О Стивене Хокинге, Чёрной Дыре и Подземных Мышах",Катажина Рырых,12,Детская проза|Детские книги,2_младшая_школа,2
children_73.txt,Моя вторая жизнь,Шарон Крич,12,Детская проза|Детские книги,2_младшая_школа,2
children_76.txt,Остров в море; Пруд белых лилий,Анника Тор,12,Детская проза|Детские книги,2_младшая_школа,2
children_77.txt,Морские приключения Трисона,Михаил Самарский,12,Детская проза|Детские книги,2_младшая_школа,2
children_78.txt,Слон,Питер Карнавас,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_79.txt,Весёлые рассказы для детей,Аркадий Аверченко,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_80.txt,Самые лучшие девочки (сборник),Эдуард Успенский,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_81.txt,Тонкий меч,Фрида Нильсон,12,Детская проза|Детские книги,2_младшая_школа,2
children_82.txt,Без семьи. Приключения Реми,Гектор Мало,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_83.txt,Проект «Дом с привидениями»,Триша Клесен,12,Детская проза|Детские книги,2_младшая_школа,2
children_84.txt,Заговор Флореса,Андреа Феррари,12,Детская проза|Детские книги,2_младшая_школа,2
children_85.txt,Путешествие в Точку РУ,Татьяна Лило,12,Детская проза|Детские книги,2_младшая_школа,2
children_86.txt,Добро пожаловать! (сборник),Галина Голубева,12,Детская проза|Детские книги,2_младшая_школа,2
children_87.txt,"Щенок Уинстон, или Неделя добрых дел",Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_88.txt,Мы с бабушкой,Екатерина Зверева,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_89.txt,"Тайна времени, или Весть из будущего",Елена Шапошникова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_90.txt,Тайная тропа,Шарон Крич,12,Детская проза|Детские книги,2_младшая_школа,2
children_91.txt,Укрощение строптивого Женьки,Лада Кутузова,12,Детская проза|Детские книги,2_младшая_школа,2
children_92.txt,Тридцать три несчастья. Том 3. Превратности судьбы,Лемони Сникет,12,Детская проза|Детские книги,2_младшая_школа,2
children_93.txt,Саша и Маша. Книга первая,Анни Шмидт,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_94.txt,Саша и Маша. Книга четвертая,Анни Шмидт,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_95.txt,Саша и Маша. Книга вторая,Анни Шмидт,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_96.txt,Саша и Маша. Книга третья,Анни Шмидт,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_97.txt,Саша и Маша. Книга пятая,Анни Шмидт,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_98.txt,Мурлин,Анни Шмидт,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_99.txt,Две луны,Шарон Крич,12,Детская проза|Детские книги,2_младшая_школа,2
children_100.txt,Хаос – это нормально,Шарон Крич,12,Детская проза|Детские книги,2_младшая_школа,2
children_101.txt,Тридцать три несчастья. Том 2. Небывалые неприятности,Лемони Сникет,12,Детская проза|Детские книги,2_младшая_школа,2
children_102.txt,Когда дружба провожала меня домой,Пол Гриффин,12,Детская проза|Детские книги,2_младшая_школа,2
children_103.txt,Одуванчики,Наталья Маркелова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_104.txt,Бизус и Рамона,Беверли Клири,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_105.txt,Один год из жизни козы Фроси Помидоркиной,Анастасия Попандопуло,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_106.txt,Поллианна. Все истории о Поллианне в одной книге,Элинор Портер,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_107.txt,Сказки Города Времени,Диана Джонс,12,Детская проза|Детские книги,2_младшая_школа,2
children_108.txt,Беспризорная кошка,Борис Житков,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_109.txt,Тришка на Севере,Михаил Самарский,12,Детская проза|Детские книги,2_младшая_школа,2
children_110.txt,Мальчик из спичечной коробки,Эрих Кестнер,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_111.txt,Золотой карась в аквариуме,Владимир Силкин,12,Детская проза|Детские книги,2_младшая_школа,2
children_112.txt,"Про грибы, черепаху матамату и рыбу кефаль",Дмитрий Ржанников,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_113.txt,Тридцать три несчастья. Том 1. Злоключения начинаются (сборник),Лемони Сникет,12,Детская проза|Детские книги,2_младшая_школа,2
children_114.txt,Глава Джулиана,Р. Паласио,12,Детская проза|Детские книги,2_младшая_школа,2
children_115.txt,Сталинградское сражение. 1942—1943,Сергей Алексеев,12,Детская проза|Детские книги,2_младшая_школа,2
children_116.txt,Тео – театральный капитан,Нина Дашевская,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_117.txt,Камень с морского берега,Владислав Крапивин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_118.txt,Экспедиция движется дальше,Владислав Крапивин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_119.txt,Светлый день,Владислав Крапивин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_120.txt,Похлебка с укропом,Владислав Крапивин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_121.txt,Рик – лайка с Ямала,Владислав Крапивин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_122.txt,Настоящее,Владислав Крапивин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_123.txt,Вспомните «Эдельвейс»,Владислав Крапивин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_124.txt,Рукавицы,Владислав Крапивин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_125.txt,Толька,Владислав Крапивин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_126.txt,Четыре желания. Рассказы и сказки,Константин Ушинский,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_127.txt,Чудо,Р. Паласио,12,Детская проза|Детские книги,2_младшая_школа,2
children_128.txt,Вещи моего детства,Александра Ершанская,12,Детская проза|Детские книги,2_младшая_школа,2
children_129.txt,"Библейские истории. Легенды, рассказы и стихи о детстве Иисуса Христа",Сборник,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_130.txt,Лучшие повести для девочек (сборник),Лидия Чарская,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_131.txt,Все из-за мистера Террапта,Роб Буйе,12,Детская проза|Детские книги,2_младшая_школа,2
children_132.txt,Мустанг-иноходец (сборник),Эрнест Сетон-Томпсон,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_133.txt,Вопрос номер двадцать пять,Артур Гиваргизов,12,Детская проза|Детские книги,2_младшая_школа,2
children_134.txt,Оборона,Павел Калмыков,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_136.txt,«Франкенштейн» и другие страшные истории (сборник),Сельма Лагерлеф,12,Детская проза|Детские книги,2_младшая_школа,2
children_137.txt,Я превращаюсь в дождь,Эльвира Смелик,12,Детская проза|Детские книги,2_младшая_школа,2
children_138.txt,Первое слово съела корова!,Лада Кутузова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_139.txt,Когда мой папа надевает шляпу,Анна Вербовская,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_140.txt,Рецепт одной войны,Павел Верещагин,12,Детская проза|Детские книги,2_младшая_школа,2
children_141.txt,Новый Год нужен! (сборник),Елена Усачева,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_142.txt,Три солнечных волоска,Александр Киселев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_143.txt,Такие разные бабушки,Наталья Маркелова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_144.txt,Впереди веков. Микеланджело,Ал. Алтаев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_145.txt,Впереди веков. Рафаэль,Ал. Алтаев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_146.txt,Как устроить праздник (сборник),Анна Ремез,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_147.txt,Чёрная смерть. Повесть из флорентийской жизни XV века,Ал. Алтаев,12,Детская проза|Детские книги,2_младшая_школа,2
children_148.txt,Шоколадный хирург (сборник),Анна Ремез,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_149.txt,Ураган в подарок,Анна Игнатова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_150.txt,Поклон победителям,Сергей Алексеев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_151.txt,Маленькие рассказы,Лев Толстой,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_152.txt,Рассказы о Кутузове,Сергей Алексеев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_153.txt,Рассказы о Екатерине Великой,Сергей Алексеев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_154.txt,Рассказы о Великой Отечественной войне,Сергей Алексеев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_155.txt,Равнение на Софулу,Гуля Риф,12,Детская проза|Детские книги,2_младшая_школа,2
children_156.txt,Птица-слава,Сергей Алексеев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_157.txt,Рассказы о Петре I,Сергей Алексеев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_158.txt,Битва за Москву,Сергей Алексеев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_159.txt,Блокада Ленинграда,Сергей Алексеев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_160.txt,Скорее спасите принцессу,Наталия Экономцева,12,Детская проза|Детские книги,2_младшая_школа,2
children_161.txt,40 чертей и одна зелёная муха,Джованни Моска,12,Детская проза|Детские книги,2_младшая_школа,2
children_162.txt,Большой побег Лео,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_163.txt,Как раз к Рождеству,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_164.txt,Как Лара с папой спасали утят,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_165.txt,Кот на Рождество,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_166.txt,Котёнок на ёлке,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_167.txt,Котёнок из сказки,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_168.txt,Котёнок из теплицы,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_169.txt,Мия и потерявшийся пингвинёнок,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_170.txt,Рождественский гость,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_171.txt,Самый лучший на свете приз,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_172.txt,Странные гости,Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_173.txt,«Ни шагу назад!»,Сергей Алексеев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_174.txt,Мой отец зажигал звёзды,Татьяна Меньщикова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_175.txt,"Котёнок Веснушка, или Как научиться помогать",Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_176.txt,Парень из прерий,Елена Нестерина,12,Детская проза|Детские книги,2_младшая_школа,2
children_177.txt,Аксёнушка,Елена Нестерина,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_178.txt,История одного детства,Елизавета Водовозова,12,Детская проза|Детские книги,2_младшая_школа,2
children_179.txt,Вайнахтсман и киндеры,Елена Нестерина,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_180.txt,Краткий курс Золушки,Елена Нестерина,12,Детская проза|Детские книги,2_младшая_школа,2
children_181.txt,Зефирный Жора. Крупная кость (сборник),Елена Соковенина,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_182.txt,Коллекция добрых историй (сборник),Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_183.txt,Приключения девочки по имени Вел,Кристина Юсс,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_184.txt,Деревня Драконов,Дарья Донцова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_185.txt,Скрипуны,Том Флетчер,12,Детская проза|Детские книги,2_младшая_школа,2
children_186.txt,"Щенок Монти, или Развесели меня!",Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_187.txt,"Котёнок Стенли, или Настоящий клад",Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_188.txt,Бумажный змей. Рассказы и сказки,Евгений Пермяк,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_189.txt,Цвет слоновой кошки,Ольга Миклашевская,12,Детская проза|Детские книги,2_младшая_школа,2
children_190.txt,Луна для волчонка,Ирина Молчанова,12,Детская проза|Детские книги,2_младшая_школа,2
children_191.txt,Второй (сборник),Нина Дашевская,12,Детская проза|Детские книги,2_младшая_школа,2
children_192.txt,Вольные упражнения,Татьяна Сергеева,12,Детская проза|Детские книги,2_младшая_школа,2
children_193.txt,Сказки о добре и дружбе,Евгений Шварц,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_194.txt,Каникулы в Риге,Юлия Кузнецова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_195.txt,Сад имени т. с.,Мария Ботева,12,Детская проза|Детские книги,2_младшая_школа,2
children_196.txt,Повесть о дружбе (Записки институтки),Лидия Чарская,12,Детская проза|Детские книги,2_младшая_школа,2
children_197.txt,Первая работа. Возвращение,Юлия Кузнецова,12,Детская проза|Детские книги,2_младшая_школа,2
children_198.txt,Наследник пепельной собаки,Мария Барыкова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_199.txt,Дальние берега,Юлия Симбирская,12,Детская проза|Детские книги,2_младшая_школа,2
children_200.txt,Билет в другое лето,Мария Евсеева,12,Детская проза|Детские книги,2_младшая_школа,2
children_201.txt,Желание,Барбара О,12,Детская проза|Детские книги,2_младшая_школа,2
children_202.txt,Рассказы о родной природе,Эдуард Шим,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_204.txt,Эхо,Пэм Муньос Райан,12,Детская проза|Детские книги,2_младшая_школа,2
children_206.txt,День числа Пи,Нина Дашевская,12,Детская проза|Детские книги,2_младшая_школа,2
children_207.txt,"Щенок Генри, или Летнее чудо",Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_208.txt,Страна Чудес,Дарья Донцова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_209.txt,Лесси,Эрик Найт,12,Детская проза|Детские книги,2_младшая_школа,2
children_210.txt,Принц Альве. Сборник сказок,Коллектив авторов,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_211.txt,В гостях у дедушки и бабушки. Сборник рассказов,Коллектив авторов,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_212.txt,Звезда имени тебя,Лада Кутузова,12,Детская проза|Детские книги,2_младшая_школа,2
children_213.txt,Поэтка,Татьяна Март,12,Детская проза|Детские книги,2_младшая_школа,2
children_214.txt,"Котёнок Клео, или Путешествие непоседы",Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_215.txt,А ты постарайся! (сборник),Виктор Голявкин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_216.txt,Где гора говорит с луной,Грейс Лин,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_217.txt,Когда мы встретимся,Ребекка Стед,12,Детская проза|Детские книги,2_младшая_школа,2
children_218.txt,Дети подземелья. Слепой музыкант (сборник),Владимир Короленко,12,Детская проза|Детские книги,2_младшая_школа,2
children_219.txt,Дядюшка-флейтист (сборник),Клавдия Лукашевич,12,Детская проза|Детские книги,2_младшая_школа,2
children_220.txt,Заслуженное счастье (сборник),Лидия Чарская,12,Детская проза|Детские книги,2_младшая_школа,2
children_221.txt,Чужой хлеб (сборник),Александра Анненская,12,Детская проза|Детские книги,2_младшая_школа,2
children_222.txt,Сестра Марина. Люсина жизнь (сборник),Лидия Чарская,12,Детская проза|Детские книги,2_младшая_школа,2
children_223.txt,Счастливчик (сборник),Лидия Чарская,12,Детская проза|Детские книги,2_младшая_школа,2
children_224.txt,Сын миллионера,Марта Ливингстон-Муди,12,Детская проза|Детские книги,2_младшая_школа,2
children_225.txt,Наташа Славина,Вера Новицкая,12,Детская проза|Детские книги,2_младшая_школа,2
children_226.txt,Подруги. Над пучиной (сборник),Вера Желиховская,12,Детская проза|Детские книги,2_младшая_школа,2
children_227.txt,Брат и сестра (сборник),Александра Анненская,12,Детская проза|Детские книги,2_младшая_школа,2
children_228.txt,Мой друг Роллинзон,Уильям Кьюл,12,Детская проза|Детские книги,2_младшая_школа,2
children_229.txt,Антошка. История одной жизни,Константин Станюкович,12,Детская проза|Детские книги,2_младшая_школа,2
children_230.txt,Мой личный волшебник,Анна Одувалова,12,Детская проза|Детские книги,2_младшая_школа,2
children_231.txt,Рожденный бежать,Майкл Морпурго,12,Детская проза|Детские книги,2_младшая_школа,2
children_233.txt,У Джульетты нет проблем,Екатерина Горбунова,12,Детская проза|Детские книги,2_младшая_школа,2
children_234.txt,Праздники бабушки Поли,Екатерина Каликинская,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_235.txt,Тринадцатый подвиг Геракла. Рассказы о Чике (сборник),Фазиль Искандер,12,Детская проза|Детские книги,2_младшая_школа,2
children_236.txt,Как курица лапой,Энн Файн,12,Детская проза|Детские книги,2_младшая_школа,2
children_237.txt,Пусть танцуют белые медведи,Ульф Старк,12,Детская проза|Детские книги,2_младшая_школа,2
children_238.txt,Чудаки и зануды,Ульф Старк,12,Детская проза|Детские книги,2_младшая_школа,2
children_239.txt,Реставратор птичьих гнезд,Елена Ленковская,12,Детская проза|Детские книги,2_младшая_школа,2
children_240.txt,Литейный мост,Сюзанна Кулешова,12,Детская проза|Детские книги,2_младшая_школа,2
children_241.txt,Дары Бога,Анна Чиж-Литаш,12,Детская проза|Детские книги,2_младшая_школа,2
children_242.txt,Честное аборигеновское (сборник),Таня Беринг,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_243.txt,Зверьё моё (сборник),Виктор Лунин,12,Детская проза|Детские книги,2_младшая_школа,2
children_244.txt,Профиль без фото,Мария Евсеева,12,Детская проза|Детские книги,2_младшая_школа,2
children_245.txt,Рождественская ночь. Рассказы и стихи для детей,Сборник,12,Детская проза|Детские книги,2_младшая_школа,2
children_246.txt,Поездка на Cвятки,Евгений Гагарин,12,Детская проза|Детские книги,2_младшая_школа,2
children_247.txt,"Сказки, легенды, истории",Орест Сомов,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_248.txt,Выбери сердцем!,Мария Северская,12,Детская проза|Детские книги,2_младшая_школа,2
children_249.txt,По следам Почемучки. Рассказы и сказки,Олег Кургузов,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_250.txt,Откуда дети берутся? (сборник),Андрей Шаргородский,12,Детская проза|Детские книги,2_младшая_школа,2
children_251.txt,Рыцарь для чемпионки,Александр Рыжов,12,Детская проза|Детские книги,2_младшая_школа,2
children_252.txt,Лесные рассказы,Виталий Бианки,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_253.txt,"Филипок. Сказки, басни и рассказы (ил. В. Канивца)",Лев Толстой,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_254.txt,От Москвы до Берлина. Рассказы для детей,Сергей Алексеев,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_255.txt,"Раз, два, три, четыре, пять! Дорожные записки Разумного Зайца",Карен Арутюнянц,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_256.txt,Сказки Волшебного леса,Екатерина Болдинова,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_257.txt,"Щенок Люси, или Переполох на каникулах",Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_258.txt,Мятная сказка,Александр Полярный,12,Детская проза|Детские книги,2_младшая_школа,2
children_259.txt,Двенадцать прикосновений к горизонту,Михаил Самарский,12,Детская проза|Детские книги,2_младшая_школа,2
children_260.txt,"Котенок Сэмми, или Семья для крохи",Холли Вебб,6,Детская проза|Детские книги,1_дошкольная_группа,1
children_261.txt,Нарисуй ее тень,Эльвира Смелик,12,Детская проза|Детские книги,2_младшая_школа,2
children_262.txt,Плохая примета – на счастье,Эльвира Смелик,12,Детская проза|Детские книги,2_младшая_школа,2
children_263.txt,Придумай мне принца!,Ирина Щеглова,12,Детская проза|Детские книги,2_младшая_школа,2
children_264.txt,Пряники для слона (сборник),Юрий Маслов-Острович,6,Детская проза|Детские книги,1_дошкольная_группа,1
